0.000000000000000000e+00, 5.022465434888902236e-02
1.000000000000000021e-02, 1.008986020391890170e-01
2.000000000000000042e-02, 1.520218122219523793e-01
2.999999999999999889e-02, 2.035942537758421989e-01
4.000000000000000083e-02, 2.556158953072079631e-01
5.000000000000000278e-02, 3.080867051501617881e-01
5.999999999999999778e-02, 3.610040680524170265e-01
7.000000000000000666e-02, 4.143610955276292307e-01
8.000000000000000167e-02, 4.681493594503162714e-01
8.999999999999999667e-02, 5.223607236951552935e-01
1.000000000000000056e-01, 5.769873281869206672e-01
1.100000000000000006e-01, 6.320215741466839177e-01
1.199999999999999956e-01, 6.874561104212406626e-01
1.300000000000000044e-01, 7.432838207955283494e-01
1.400000000000000133e-01, 7.994978121989129161e-01
1.499999999999999944e-01, 8.560914037259119702e-01
1.600000000000000033e-01, 9.130581164003885863e-01
1.700000000000000122e-01, 9.703916636196683321e-01
1.799999999999999933e-01, 1.028085942221552029e+00
1.900000000000000022e-01, 1.086135024122939718e+00
2.000000000000000111e-01, 1.144533148483852125e+00
2.099999999999999922e-01, 1.203274714355124786e+00
2.200000000000000011e-01, 1.262354273772031910e+00
2.300000000000000100e-01, 1.321766525259637559e+00
2.399999999999999911e-01, 1.381506307718825877e+00
2.500000000000000000e-01, 1.441568594664778713e+00
2.600000000000000089e-01, 1.501948488792185454e+00
2.700000000000000178e-01, 1.562641216843730696e+00
2.800000000000000266e-01, 1.623642124760429573e+00
2.899999999999999800e-01, 1.684946673094204650e+00
2.999999999999999889e-01, 1.746550432664738972e+00
3.099999999999999978e-01, 1.808449080444124668e+00
3.200000000000000067e-01, 1.870638395654164343e+00
3.300000000000000155e-01, 1.933114256062393732e+00
3.400000000000000244e-01, 1.995872634463998763e+00
3.500000000000000333e-01, 2.058909595337792720e+00
3.599999999999999867e-01, 2.122221291665330689e+00
3.699999999999999956e-01, 2.185803961903063808e+00
3.800000000000000044e-01, 2.249653927098192341e+00
3.900000000000000133e-01, 2.313767588139555187e+00
4.000000000000000222e-01, 2.378141423135539778e+00
4.100000000000000311e-01, 2.442771984911550565e+00
4.199999999999999845e-01, 2.507655898620121615e+00
4.299999999999999933e-01, 2.572789859457227379e+00
4.400000000000000022e-01, 2.638170630478800405e+00
4.500000000000000111e-01, 2.703795040511868475e+00
4.600000000000000200e-01, 2.769659982155098010e+00
4.700000000000000289e-01, 2.835762409863884059e+00
4.799999999999999822e-01, 2.902099338115439853e+00
4.899999999999999911e-01, 2.968667839649635987e+00
5.000000000000000000e-01, 3.035465043781613748e+00
5.100000000000000089e-01, 3.102488134782449780e+00
5.200000000000000178e-01, 3.169734350324376670e+00
5.300000000000000266e-01, 3.237200979987288729e+00
5.400000000000000355e-01, 3.304885363823458988e+00
5.500000000000000444e-01, 3.372784890977577277e+00
5.600000000000000533e-01, 3.440896998359398218e+00
5.700000000000000622e-01, 3.509219169366443847e+00
5.799999999999999600e-01, 3.577748932654358338e+00
5.899999999999999689e-01, 3.646483860952651312e+00
5.999999999999999778e-01, 3.715421569923693657e+00
